# decoded solutions
Answer 1: x1=1, x2=3, x3=2
Answer 8345: x1=1, x2=3, x3=2
Answer 8346: x1=3, x2=1, x3=2
Answer 8347: x1=1, x2=3, x3=2
Answer 8348: x1=3, x2=1, x3=2
Answer 8349: x1=1, x2=3, x3=2
Answer 8350: x1=1, x2=3, x3=2
Answer 8351: x1=3, x2=1, x3=2
Answer 8352: x1=3, x2=1, x3=2
Answer 8353: x1=1, x2=3, x3=2
Answer 8354: x1=3, x2=1, x3=2
Answer 8355: x1=1, x2=3, x3=2
Answer 8356: x1=3, x2=1, x3=2
Answer 8357: x1=1, x2=3, x3=2
Answer 8358: x1=1, x2=3, x3=2
Answer 8359: x1=3, x2=1, x3=2
Answer 8360: x1=3, x2=1, x3=2
Answer 8361: x1=1, x2=3, x3=2
Answer 8362: x1=3, x2=1, x3=2
Answer 8363: x1=1, x2=3, x3=2
Answer 8364: x1=3, x2=1, x3=2
Answer 8365: x1=1, x2=3, x3=2
Answer 8366: x1=1, x2=3, x3=2
Answer 8367: x1=3, x2=1, x3=2
Answer 8368: x1=3, x2=1, x3=2
Answer 8369: x1=1, x2=3, x3=2
Answer 8370: x1=3, x2=1, x3=2
Answer 8371: x1=1, x2=3, x3=2
Answer 8372: x1=3, x2=1, x3=2
Answer 8373: x1=1, x2=3, x3=2
Answer 8374: x1=1, x2=3, x3=2
Answer 8375: x1=3, x2=1, x3=2
Answer 8376: x1=3, x2=1, x3=2
Answer 8377: x1=1, x2=3, x3=2
Answer 8378: x1=3, x2=1, x3=2
Answer 8379: x1=1, x2=3, x3=2
Answer 8380: x1=3, x2=1, x3=2
Answer 8381: x1=1, x2=3, x3=2
Answer 8382: x1=1, x2=3, x3=2
Answer 8383: x1=3, x2=1, x3=2
Answer 8384: x1=3, x2=1, x3=2
Answer 8385: x1=1, x2=3, x3=2
Answer 8386: x1=3, x2=1, x3=2
Answer 8387: x1=1, x2=3, x3=2
Answer 8388: x1=3, x2=1, x3=2
Answer 8389: x1=1, x2=3, x3=2
Answer 8390: x1=1, x2=3, x3=2
Answer 8391: x1=3, x2=1, x3=2
Answer 8392: x1=3, x2=1, x3=2
Answer 8393: x1=1, x2=3, x3=2
Answer 8394: x1=3, x2=1, x3=2
Answer 8395: x1=1, x2=3, x3=2
Answer 8396: x1=3, x2=1, x3=2
Answer 8397: x1=1, x2=3, x3=2
Answer 8398: x1=1, x2=3, x3=2
Answer 8399: x1=3, x2=1, x3=2
Answer 8400: x1=3, x2=1, x3=2
Answer 8401: x1=1, x2=3, x3=2
Answer 8402: x1=3, x2=1, x3=2
Answer 8403: x1=1, x2=3, x3=2
Answer 8404: x1=3, x2=1, x3=2
Answer 8405: x1=1, x2=3, x3=2
Answer 8406: x1=1, x2=3, x3=2
Answer 8407: x1=3, x2=1, x3=2
Answer 8408: x1=3, x2=1, x3=2
Answer 8409: x1=1, x2=3, x3=2
Answer 8410: x1=3, x2=1, x3=2
Answer 8411: x1=1, x2=3, x3=2
Answer 8412: x1=3, x2=1, x3=2
Answer 8413: x1=1, x2=3, x3=2
Answer 8414: x1=1, x2=3, x3=2
Answer 8415: x1=3, x2=1, x3=2
Answer 8416: x1=3, x2=1, x3=2
Answer 8417: x1=1, x2=3, x3=2
Answer 8418: x1=3, x2=1, x3=2
Answer 8419: x1=1, x2=3, x3=2
Answer 8420: x1=3, x2=1, x3=2
Answer 8421: x1=1, x2=3, x3=2
Answer 8422: x1=1, x2=3, x3=2
Answer 8423: x1=3, x2=1, x3=2
Answer 8424: x1=3, x2=1, x3=2
Answer 8425: x1=1, x2=3, x3=2
Answer 8426: x1=3, x2=1, x3=2
Answer 8427: x1=1, x2=3, x3=2
Answer 8428: x1=3, x2=1, x3=2
Answer 8429: x1=1, x2=3, x3=2
Answer 8430: x1=1, x2=3, x3=2
Answer 8431: x1=3, x2=1, x3=2
Answer 8432: x1=3, x2=1, x3=2
Answer 8433: x1=1, x2=3, x3=2
Answer 8434: x1=3, x2=1, x3=2
Answer 8435: x1=1, x2=3, x3=2
Answer 8436: x1=3, x2=1, x3=2
Answer 8437: x1=1, x2=3, x3=2
Answer 8438: x1=1, x2=3, x3=2
Answer 8439: x1=3, x2=1, x3=2
Answer 8440: x1=3, x2=1, x3=2
Answer 8441: x1=1, x2=3, x3=2
Answer 8442: x1=3, x2=1, x3=2
Answer 8443: x1=1, x2=3, x3=2
Answer 8444: x1=3, x2=1, x3=2
Answer 8445: x1=1, x2=3, x3=2
Answer 8446: x1=1, x2=3, x3=2
Answer 8447: x1=3, x2=1, x3=2
Answer 8448: x1=3, x2=1, x3=2
Answer 8449: x1=1, x2=3, x3=2
Answer 8450: x1=3, x2=1, x3=2
Answer 8451: x1=1, x2=3, x3=2
Answer 8452: x1=3, x2=1, x3=2
Answer 8453: x1=1, x2=3, x3=2
Answer 8454: x1=1, x2=3, x3=2
Answer 8455: x1=3, x2=1, x3=2
Answer 8456: x1=3, x2=1, x3=2
Answer 8457: x1=1, x2=3, x3=2
Answer 8458: x1=3, x2=1, x3=2
Answer 8459: x1=1, x2=3, x3=2
Answer 8460: x1=3, x2=1, x3=2
Answer 8461: x1=1, x2=3, x3=2
Answer 8462: x1=1, x2=3, x3=2
Answer 8463: x1=3, x2=1, x3=2
Answer 8464: x1=3, x2=1, x3=2
Answer 8465: x1=1, x2=3, x3=2
Answer 8466: x1=3, x2=1, x3=2
Answer 8467: x1=1, x2=3, x3=2
Answer 8468: x1=3, x2=1, x3=2
Answer 8469: x1=1, x2=3, x3=2
Answer 8470: x1=1, x2=3, x3=2
Answer 8471: x1=3, x2=1, x3=2
Answer 8472: x1=3, x2=1, x3=2
Answer 8473: x1=1, x2=3, x3=2
Answer 8474: x1=3, x2=1, x3=2
Answer 8475: x1=1, x2=3, x3=2
Answer 8476: x1=3, x2=1, x3=2
Answer 8477: x1=1, x2=3, x3=2
Answer 8478: x1=1, x2=3, x3=2
Answer 8479: x1=3, x2=1, x3=2
Answer 8480: x1=3, x2=1, x3=2
Answer 8481: x1=1, x2=3, x3=2
Answer 8482: x1=3, x2=1, x3=2
Answer 8483: x1=1, x2=3, x3=2
Answer 8484: x1=3, x2=1, x3=2
Answer 8485: x1=1, x2=3, x3=2
Answer 8486: x1=1, x2=3, x3=2
Answer 8487: x1=3, x2=1, x3=2
Answer 8488: x1=3, x2=1, x3=2
Answer 8489: x1=1, x2=3, x3=2
Answer 8490: x1=3, x2=1, x3=2
Answer 8491: x1=1, x2=3, x3=2
Answer 8492: x1=3, x2=1, x3=2
Answer 8493: x1=1, x2=3, x3=2
Answer 8494: x1=1, x2=3, x3=2
Answer 8495: x1=3, x2=1, x3=2
Answer 8496: x1=3, x2=1, x3=2
Answer 8497: x1=1, x2=3, x3=2
Answer 8498: x1=3, x2=1, x3=2
Answer 8499: x1=1, x2=3, x3=2
Answer 8500: x1=3, x2=1, x3=2
Answer 8501: x1=1, x2=3, x3=2
Answer 8502: x1=1, x2=3, x3=2
Answer 8503: x1=3, x2=1, x3=2
Answer 8504: x1=3, x2=1, x3=2
Answer 8505: x1=1, x2=3, x3=2
Answer 8506: x1=3, x2=1, x3=2
Answer 8507: x1=1, x2=3, x3=2
Answer 8508: x1=3, x2=1, x3=2
Answer 8509: x1=1, x2=3, x3=2
Answer 8510: x1=1, x2=3, x3=2
Answer 8511: x1=3, x2=1, x3=2
Answer 8512: x1=3, x2=1, x3=2
Answer 8513: x1=1, x2=3, x3=2
Answer 8514: x1=3, x2=1, x3=2
Answer 8515: x1=1, x2=3, x3=2
Answer 8516: x1=3, x2=1, x3=2
Answer 8517: x1=1, x2=3, x3=2
Answer 8518: x1=1, x2=3, x3=2
Answer 8519: x1=3, x2=1, x3=2
Answer 8520: x1=3, x2=1, x3=2
Answer 8521: x1=1, x2=3, x3=2
Answer 8522: x1=3, x2=1, x3=2
Answer 8523: x1=1, x2=3, x3=2
Answer 8524: x1=3, x2=1, x3=2
Answer 8525: x1=1, x2=3, x3=2
Answer 8526: x1=1, x2=3, x3=2
Answer 8527: x1=3, x2=1, x3=2
Answer 8528: x1=3, x2=1, x3=2
Answer 8529: x1=1, x2=3, x3=2
Answer 8530: x1=3, x2=1, x3=2
Answer 8531: x1=1, x2=3, x3=2
Answer 8532: x1=3, x2=1, x3=2
Answer 8533: x1=1, x2=3, x3=2
Answer 8534: x1=1, x2=3, x3=2
Answer 8535: x1=3, x2=1, x3=2
Answer 8536: x1=3, x2=1, x3=2
Answer 8537: x1=1, x2=3, x3=2
Answer 8538: x1=3, x2=1, x3=2
Answer 8539: x1=1, x2=3, x3=2
Answer 8540: x1=3, x2=1, x3=2
Answer 8541: x1=1, x2=3, x3=2
Answer 8542: x1=1, x2=3, x3=2
Answer 8543: x1=3, x2=1, x3=2
Answer 8544: x1=3, x2=1, x3=2
Answer 8545: x1=1, x2=3, x3=2
Answer 8546: x1=3, x2=1, x3=2
Answer 8547: x1=1, x2=3, x3=2
Answer 8548: x1=3, x2=1, x3=2
Answer 8549: x1=1, x2=3, x3=2
Answer 8550: x1=1, x2=3, x3=2
Answer 8551: x1=3, x2=1, x3=2
Answer 8552: x1=3, x2=1, x3=2
Answer 8553: x1=1, x2=3, x3=2
Answer 8554: x1=3, x2=1, x3=2
Answer 8555: x1=1, x2=3, x3=2
Answer 8556: x1=3, x2=1, x3=2
Answer 8557: x1=1, x2=3, x3=2
Answer 8558: x1=1, x2=3, x3=2
Answer 8559: x1=3, x2=1, x3=2
Answer 8560: x1=3, x2=1, x3=2
Answer 8561: x1=1, x2=3, x3=2
Answer 8562: x1=3, x2=1, x3=2
Answer 8563: x1=1, x2=3, x3=2
Answer 8564: x1=3, x2=1, x3=2
Answer 8565: x1=1, x2=3, x3=2
Answer 8566: x1=1, x2=3, x3=2
Answer 8567: x1=3, x2=1, x3=2
Answer 8568: x1=3, x2=1, x3=2
Answer 8569: x1=1, x2=3, x3=2
Answer 8570: x1=3, x2=1, x3=2
Answer 8571: x1=1, x2=3, x3=2
Answer 8572: x1=3, x2=1, x3=2
Answer 8573: x1=1, x2=3, x3=2
Answer 8574: x1=1, x2=3, x3=2
Answer 8575: x1=3, x2=1, x3=2
Answer 8576: x1=3, x2=1, x3=2
Answer 8577: x1=1, x2=3, x3=2
Answer 8578: x1=3, x2=1, x3=2
Answer 8579: x1=1, x2=3, x3=2
Answer 8580: x1=3, x2=1, x3=2
Answer 8581: x1=1, x2=3, x3=2
Answer 8582: x1=1, x2=3, x3=2
Answer 8583: x1=3, x2=1, x3=2
Answer 8584: x1=3, x2=1, x3=2
Answer 8585: x1=1, x2=3, x3=2
Answer 8586: x1=3, x2=1, x3=2
Answer 8587: x1=1, x2=3, x3=2
Answer 8588: x1=3, x2=1, x3=2
Answer 8589: x1=1, x2=3, x3=2
Answer 8590: x1=1, x2=3, x3=2
Answer 8591: x1=3, x2=1, x3=2
Answer 8592: x1=3, x2=1, x3=2
Answer 8593: x1=1, x2=3, x3=2
Answer 8594: x1=3, x2=1, x3=2
Answer 8595: x1=1, x2=3, x3=2
Answer 8596: x1=3, x2=1, x3=2
Answer 8597: x1=1, x2=3, x3=2
Answer 8598: x1=1, x2=3, x3=2
Answer 8599: x1=3, x2=1, x3=2
Answer 8600: x1=3, x2=1, x3=2
Answer 8601: x1=1, x2=3, x3=2
Answer 8602: x1=3, x2=1, x3=2
Answer 8603: x1=1, x2=3, x3=2
Answer 8604: x1=3, x2=1, x3=2
Answer 8605: x1=1, x2=3, x3=2
Answer 8606: x1=1, x2=3, x3=2
Answer 8607: x1=3, x2=1, x3=2
Answer 8608: x1=3, x2=1, x3=2
Answer 8609: x1=1, x2=3, x3=2
Answer 8610: x1=3, x2=1, x3=2
Answer 8611: x1=1, x2=3, x3=2
Answer 8612: x1=3, x2=1, x3=2
Answer 8613: x1=1, x2=3, x3=2
Answer 8614: x1=1, x2=3, x3=2
Answer 8615: x1=3, x2=1, x3=2
Answer 8616: x1=3, x2=1, x3=2
Answer 8617: x1=1, x2=3, x3=2
Answer 8618: x1=3, x2=1, x3=2
Answer 8619: x1=1, x2=3, x3=2
Answer 8620: x1=3, x2=1, x3=2
Answer 8621: x1=1, x2=3, x3=2
Answer 8622: x1=1, x2=3, x3=2
Answer 8623: x1=3, x2=1, x3=2
Answer 8624: x1=3, x2=1, x3=2
Answer 8625: x1=1, x2=3, x3=2
Answer 8626: x1=3, x2=1, x3=2
Answer 8627: x1=1, x2=3, x3=2
Answer 8628: x1=3, x2=1, x3=2
Answer 8629: x1=1, x2=3, x3=2
Answer 8630: x1=1, x2=3, x3=2
Answer 8631: x1=3, x2=1, x3=2
Answer 8632: x1=3, x2=1, x3=2
Answer 8633: x1=1, x2=3, x3=2
Answer 8634: x1=3, x2=1, x3=2
Answer 8635: x1=1, x2=3, x3=2
Answer 8636: x1=3, x2=1, x3=2
Answer 8637: x1=1, x2=3, x3=2
Answer 8638: x1=1, x2=3, x3=2
Answer 8639: x1=3, x2=1, x3=2
Answer 8640: x1=3, x2=1, x3=2
Answer 8641: x1=1, x2=3, x3=2
Answer 8642: x1=3, x2=1, x3=2
Answer 8643: x1=1, x2=3, x3=2
Answer 8644: x1=3, x2=1, x3=2
Answer 8645: x1=1, x2=3, x3=2
Answer 8646: x1=1, x2=3, x3=2
Answer 8647: x1=3, x2=1, x3=2
Answer 8648: x1=3, x2=1, x3=2
Answer 8649: x1=1, x2=3, x3=2
Answer 8650: x1=3, x2=1, x3=2
Answer 8651: x1=1, x2=3, x3=2
Answer 8652: x1=3, x2=1, x3=2
Answer 8653: x1=1, x2=3, x3=2
Answer 8654: x1=1, x2=3, x3=2
Answer 8655: x1=3, x2=1, x3=2
Answer 8656: x1=3, x2=1, x3=2
Answer 8657: x1=1, x2=3, x3=2
Answer 8658: x1=3, x2=1, x3=2
Answer 8659: x1=1, x2=3, x3=2
Answer 8660: x1=3, x2=1, x3=2
Answer 8661: x1=1, x2=3, x3=2
Answer 8662: x1=1, x2=3, x3=2
Answer 8663: x1=3, x2=1, x3=2
Answer 8664: x1=3, x2=1, x3=2
Answer 8665: x1=1, x2=3, x3=2
Answer 8666: x1=3, x2=1, x3=2
Answer 8667: x1=1, x2=3, x3=2
Answer 8668: x1=3, x2=1, x3=2
Answer 8669: x1=1, x2=3, x3=2
Answer 8670: x1=1, x2=3, x3=2
Answer 8671: x1=3, x2=1, x3=2
Answer 8672: x1=3, x2=1, x3=2
Answer 8673: x1=1, x2=3, x3=2
Answer 8674: x1=3, x2=1, x3=2
Answer 8675: x1=1, x2=3, x3=2
Answer 8676: x1=3, x2=1, x3=2
Answer 8677: x1=1, x2=3, x3=2
Answer 8678: x1=1, x2=3, x3=2
Answer 8679: x1=3, x2=1, x3=2
Answer 8680: x1=3, x2=1, x3=2
Answer 8681: x1=1, x2=3, x3=2
Answer 8682: x1=3, x2=1, x3=2
Answer 8683: x1=1, x2=3, x3=2
Answer 8684: x1=3, x2=1, x3=2
Answer 8685: x1=1, x2=3, x3=2
Answer 8686: x1=1, x2=3, x3=2
Answer 8687: x1=3, x2=1, x3=2
Answer 8688: x1=3, x2=1, x3=2
Answer 8689: x1=1, x2=3, x3=2
Answer 8690: x1=3, x2=1, x3=2
Answer 8691: x1=1, x2=3, x3=2
Answer 8692: x1=3, x2=1, x3=2
Answer 8693: x1=1, x2=3, x3=2
Answer 8694: x1=1, x2=3, x3=2
Answer 8695: x1=3, x2=1, x3=2
Answer 8696: x1=3, x2=1, x3=2
Answer 8697: x1=1, x2=3, x3=2
Answer 8698: x1=3, x2=1, x3=2
Answer 8699: x1=1, x2=3, x3=2
Answer 8700: x1=3, x2=1, x3=2
Answer 8701: x1=1, x2=3, x3=2
Answer 8702: x1=1, x2=3, x3=2
Answer 8703: x1=3, x2=1, x3=2
Answer 8704: x1=3, x2=1, x3=2
Answer 8705: x1=1, x2=3, x3=2
Answer 8706: x1=3, x2=1, x3=2
Answer 8707: x1=1, x2=3, x3=2
Answer 8708: x1=3, x2=1, x3=2
Answer 8709: x1=1, x2=3, x3=2
Answer 8710: x1=1, x2=3, x3=2
Answer 8711: x1=3, x2=1, x3=2
Answer 8712: x1=3, x2=1, x3=2
Answer 8713: x1=1, x2=3, x3=2
Answer 8714: x1=3, x2=1, x3=2
Answer 8715: x1=1, x2=3, x3=2
Answer 8716: x1=3, x2=1, x3=2
Answer 8717: x1=1, x2=3, x3=2
Answer 8718: x1=1, x2=3, x3=2
Answer 8719: x1=3, x2=1, x3=2
Answer 8720: x1=3, x2=1, x3=2
Answer 8721: x1=1, x2=3, x3=2
Answer 8722: x1=3, x2=1, x3=2
Answer 8723: x1=1, x2=3, x3=2
Answer 8724: x1=3, x2=1, x3=2
Answer 8725: x1=1, x2=3, x3=2
Answer 8726: x1=1, x2=3, x3=2
Answer 8727: x1=3, x2=1, x3=2
Answer 8728: x1=3, x2=1, x3=2
Answer 8729: x1=1, x2=3, x3=2
Answer 8730: x1=3, x2=1, x3=2
Answer 8731: x1=1, x2=3, x3=2
Answer 8732: x1=3, x2=1, x3=2
Answer 8733: x1=1, x2=3, x3=2
Answer 8734: x1=1, x2=3, x3=2
Answer 8735: x1=3, x2=1, x3=2
Answer 8736: x1=3, x2=1, x3=2
Answer 8737: x1=1, x2=3, x3=2
Answer 8738: x1=3, x2=1, x3=2
Answer 8739: x1=1, x2=3, x3=2
Answer 8740: x1=3, x2=1, x3=2
Answer 8741: x1=1, x2=3, x3=2
Answer 8742: x1=1, x2=3, x3=2
Answer 8743: x1=3, x2=1, x3=2
Answer 8744: x1=3, x2=1, x3=2
Answer 8745: x1=1, x2=3, x3=2
Answer 8746: x1=3, x2=1, x3=2
Answer 8747: x1=1, x2=3, x3=2
Answer 8748: x1=3, x2=1, x3=2
Answer 8749: x1=1, x2=3, x3=2
Answer 8750: x1=1, x2=3, x3=2
Answer 8751: x1=3, x2=1, x3=2
Answer 8752: x1=3, x2=1, x3=2
Answer 8753: x1=1, x2=3, x3=2
Answer 8754: x1=3, x2=1, x3=2
Answer 8755: x1=1, x2=3, x3=2
Answer 8756: x1=3, x2=1, x3=2
Answer 8757: x1=1, x2=3, x3=2
Answer 8758: x1=1, x2=3, x3=2
Answer 8759: x1=3, x2=1, x3=2
Answer 8760: x1=3, x2=1, x3=2
Answer 8761: x1=1, x2=3, x3=2
Answer 8762: x1=3, x2=1, x3=2
Answer 8763: x1=1, x2=3, x3=2
Answer 8764: x1=3, x2=1, x3=2
Answer 8765: x1=1, x2=3, x3=2
Answer 8766: x1=1, x2=3, x3=2
Answer 8767: x1=3, x2=1, x3=2
Answer 8768: x1=3, x2=1, x3=2
Answer 8769: x1=1, x2=3, x3=2
Answer 8770: x1=3, x2=1, x3=2
Answer 8771: x1=1, x2=3, x3=2
Answer 8772: x1=3, x2=1, x3=2
Answer 8773: x1=1, x2=3, x3=2
Answer 8774: x1=1, x2=3, x3=2
Answer 8775: x1=3, x2=1, x3=2
Answer 8776: x1=3, x2=1, x3=2
Answer 8777: x1=1, x2=3, x3=2
Answer 8778: x1=3, x2=1, x3=2
Answer 8779: x1=1, x2=3, x3=2
Answer 8780: x1=3, x2=1, x3=2
Answer 8781: x1=1, x2=3, x3=2
Answer 8782: x1=1, x2=3, x3=2
Answer 8783: x1=3, x2=1, x3=2
Answer 8784: x1=3, x2=1, x3=2
Answer 8785: x1=1, x2=3, x3=2
Answer 8786: x1=3, x2=1, x3=2
Answer 8787: x1=1, x2=3, x3=2
Answer 8788: x1=3, x2=1, x3=2
Answer 8789: x1=1, x2=3, x3=2
Answer 8790: x1=1, x2=3, x3=2
Answer 8791: x1=3, x2=1, x3=2
Answer 8792: x1=3, x2=1, x3=2
Answer 8793: x1=1, x2=3, x3=2
Answer 8794: x1=3, x2=1, x3=2
Answer 8795: x1=1, x2=3, x3=2
Answer 8796: x1=3, x2=1, x3=2
Answer 8797: x1=1, x2=3, x3=2
Answer 8798: x1=1, x2=3, x3=2
Answer 8799: x1=3, x2=1, x3=2
Answer 8800: x1=3, x2=1, x3=2
Answer 8801: x1=1, x2=3, x3=2
Answer 8802: x1=3, x2=1, x3=2
Answer 8803: x1=1, x2=3, x3=2
Answer 8804: x1=3, x2=1, x3=2
Answer 8805: x1=1, x2=3, x3=2
Answer 8806: x1=1, x2=3, x3=2
Answer 8807: x1=3, x2=1, x3=2
Answer 8808: x1=3, x2=1, x3=2
Answer 8809: x1=1, x2=3, x3=2
Answer 8810: x1=3, x2=1, x3=2
Answer 8811: x1=1, x2=3, x3=2
Answer 8812: x1=3, x2=1, x3=2
Answer 8813: x1=1, x2=3, x3=2
Answer 8814: x1=1, x2=3, x3=2
Answer 8815: x1=3, x2=1, x3=2
Answer 8816: x1=3, x2=1, x3=2
Answer 8817: x1=1, x2=3, x3=2
Answer 8818: x1=3, x2=1, x3=2
Answer 8819: x1=1, x2=3, x3=2
Answer 8820: x1=3, x2=1, x3=2
Answer 8821: x1=1, x2=3, x3=2
Answer 8822: x1=1, x2=3, x3=2
Answer 8823: x1=3, x2=1, x3=2
Answer 8824: x1=3, x2=1, x3=2
Answer 8825: x1=1, x2=3, x3=2
Answer 8826: x1=3, x2=1, x3=2
Answer 8827: x1=1, x2=3, x3=2
Answer 8828: x1=3, x2=1, x3=2
Answer 8829: x1=1, x2=3, x3=2
Answer 8830: x1=1, x2=3, x3=2
Answer 8831: x1=3, x2=1, x3=2
Answer 8832: x1=3, x2=1, x3=2
Answer 8833: x1=1, x2=3, x3=2
Answer 8834: x1=3, x2=1, x3=2
Answer 8835: x1=1, x2=3, x3=2
Answer 8836: x1=3, x2=1, x3=2
Answer 8837: x1=1, x2=3, x3=2
Answer 8838: x1=1, x2=3, x3=2
Answer 8839: x1=3, x2=1, x3=2
Answer 8840: x1=3, x2=1, x3=2
Answer 8841: x1=1, x2=3, x3=2
Answer 8842: x1=3, x2=1, x3=2
Answer 8843: x1=1, x2=3, x3=2
Answer 8844: x1=3, x2=1, x3=2
Answer 8845: x1=1, x2=3, x3=2
Answer 8846: x1=1, x2=3, x3=2
Answer 8847: x1=3, x2=1, x3=2
Answer 8848: x1=3, x2=1, x3=2
Answer 8849: x1=1, x2=3, x3=2
Answer 8850: x1=3, x2=1, x3=2
Answer 8851: x1=1, x2=3, x3=2
Answer 8852: x1=3, x2=1, x3=2
Answer 8853: x1=1, x2=3, x3=2
Answer 8854: x1=1, x2=3, x3=2
Answer 8855: x1=3, x2=1, x3=2
Answer 8856: x1=3, x2=1, x3=2
Answer 8857: x1=1, x2=3, x3=2
Answer 8858: x1=3, x2=1, x3=2
Answer 8859: x1=1, x2=3, x3=2
Answer 8860: x1=3, x2=1, x3=2
Answer 8861: x1=1, x2=3, x3=2
Answer 8862: x1=1, x2=3, x3=2
Answer 8863: x1=3, x2=1, x3=2
Answer 8864: x1=3, x2=1, x3=2
Answer 8865: x1=1, x2=3, x3=2
Answer 8866: x1=3, x2=1, x3=2
Answer 8867: x1=1, x2=3, x3=2
Answer 8868: x1=3, x2=1, x3=2
Answer 8869: x1=1, x2=3, x3=2
Answer 8870: x1=1, x2=3, x3=2
Answer 8871: x1=3, x2=1, x3=2
Answer 8872: x1=3, x2=1, x3=2
Answer 8873: x1=1, x2=3, x3=2
Answer 8874: x1=3, x2=1, x3=2
Answer 8875: x1=1, x2=3, x3=2
Answer 8876: x1=3, x2=1, x3=2
Answer 8877: x1=1, x2=3, x3=2
Answer 8878: x1=1, x2=3, x3=2
Answer 8879: x1=3, x2=1, x3=2
Answer 8880: x1=3, x2=1, x3=2
Answer 8881: x1=1, x2=3, x3=2
Answer 8882: x1=3, x2=1, x3=2
Answer 8883: x1=1, x2=3, x3=2
Answer 8884: x1=3, x2=1, x3=2
Answer 8885: x1=1, x2=3, x3=2
Answer 8886: x1=1, x2=3, x3=2
Answer 8887: x1=3, x2=1, x3=2
Answer 8888: x1=3, x2=1, x3=2
Answer 8889: x1=1, x2=3, x3=2
Answer 8890: x1=3, x2=1, x3=2
Answer 8891: x1=1, x2=3, x3=2
Answer 8892: x1=3, x2=1, x3=2
Answer 8893: x1=1, x2=3, x3=2
Answer 8894: x1=1, x2=3, x3=2
Answer 8895: x1=3, x2=1, x3=2
Answer 8896: x1=3, x2=1, x3=2
Answer 8897: x1=1, x2=3, x3=2
Answer 8898: x1=3, x2=1, x3=2
Answer 8899: x1=1, x2=3, x3=2
Answer 8900: x1=3, x2=1, x3=2
Answer 8901: x1=1, x2=3, x3=2
Answer 8902: x1=1, x2=3, x3=2
Answer 8903: x1=3, x2=1, x3=2
Answer 8904: x1=3, x2=1, x3=2
Answer 8905: x1=1, x2=3, x3=2
Answer 8906: x1=3, x2=1, x3=2
Answer 8907: x1=1, x2=3, x3=2
Answer 8908: x1=3, x2=1, x3=2
Answer 8909: x1=1, x2=3, x3=2
Answer 8910: x1=1, x2=3, x3=2
Answer 8911: x1=3, x2=1, x3=2
Answer 8912: x1=3, x2=1, x3=2
Answer 8913: x1=1, x2=3, x3=2
Answer 8914: x1=3, x2=1, x3=2
Answer 8915: x1=1, x2=3, x3=2
Answer 8916: x1=3, x2=1, x3=2
Answer 8917: x1=1, x2=3, x3=2
Answer 8918: x1=1, x2=3, x3=2
Answer 8919: x1=3, x2=1, x3=2
Answer 8920: x1=3, x2=1, x3=2
Answer 8921: x1=1, x2=3, x3=2
Answer 8922: x1=3, x2=1, x3=2
Answer 8923: x1=1, x2=3, x3=2
Answer 8924: x1=3, x2=1, x3=2
Answer 8925: x1=1, x2=3, x3=2
Answer 8926: x1=1, x2=3, x3=2
Answer 8927: x1=3, x2=1, x3=2
Answer 8928: x1=3, x2=1, x3=2
Answer 8929: x1=1, x2=3, x3=2
Answer 8930: x1=3, x2=1, x3=2
Answer 8931: x1=1, x2=3, x3=2
Answer 8932: x1=3, x2=1, x3=2
Answer 8933: x1=1, x2=3, x3=2
Answer 8934: x1=1, x2=3, x3=2
Answer 8935: x1=3, x2=1, x3=2
Answer 8936: x1=3, x2=1, x3=2
Answer 8937: x1=1, x2=3, x3=2
Answer 8938: x1=3, x2=1, x3=2
Answer 8939: x1=1, x2=3, x3=2
Answer 8940: x1=3, x2=1, x3=2
Answer 8941: x1=1, x2=3, x3=2
Answer 8942: x1=1, x2=3, x3=2
Answer 8943: x1=3, x2=1, x3=2
Answer 8944: x1=3, x2=1, x3=2
Answer 8945: x1=1, x2=3, x3=2
Answer 8946: x1=3, x2=1, x3=2
Answer 8947: x1=1, x2=3, x3=2
Answer 8948: x1=3, x2=1, x3=2
Answer 8949: x1=1, x2=3, x3=2
Answer 8950: x1=1, x2=3, x3=2
Answer 8951: x1=3, x2=1, x3=2
Answer 8952: x1=3, x2=1, x3=2
Answer 8953: x1=1, x2=3, x3=2
Answer 8954: x1=3, x2=1, x3=2
Answer 8955: x1=1, x2=3, x3=2
Answer 8956: x1=3, x2=1, x3=2
Answer 8957: x1=1, x2=3, x3=2
Answer 8958: x1=1, x2=3, x3=2
Answer 8959: x1=3, x2=1, x3=2
Answer 8960: x1=3, x2=1, x3=2
Answer 8961: x1=1, x2=3, x3=2
Answer 8962: x1=3, x2=1, x3=2
Answer 8963: x1=1, x2=3, x3=2
Answer 8964: x1=3, x2=1, x3=2
Answer 8965: x1=1, x2=3, x3=2
Answer 8966: x1=1, x2=3, x3=2
Answer 8967: x1=3, x2=1, x3=2
Answer 8968: x1=3, x2=1, x3=2
Answer 8969: x1=1, x2=3, x3=2
Answer 8970: x1=3, x2=1, x3=2
Answer 8971: x1=1, x2=3, x3=2
Answer 8972: x1=3, x2=1, x3=2
Answer 8973: x1=1, x2=3, x3=2
Answer 8974: x1=1, x2=3, x3=2
Answer 8975: x1=3, x2=1, x3=2
Answer 8976: x1=3, x2=1, x3=2
Answer 8977: x1=1, x2=3, x3=2
Answer 8978: x1=3, x2=1, x3=2
Answer 8979: x1=1, x2=3, x3=2
